company_searched,gtr_org_name,gtr_org_id,role,project_title,project_id,funder,grant_category,status,grant_value,lead_org,start_date,end_date,abstract
Berry Petroleum Company,Petroleum Technology Company (PTC),F7BAB8A8-6200-43E1-9640-AA0B53D2135E,Project Partner,Interactional variation online: harnessing emerging technologies in the digital humanities to analyse online discourse in different workplace contexts,7861905E-9E9D-4F78-B577-4917AAE2B5B0,FIC,Research Grant,Closed,315219,CARDIFF UNIVERSITY,2021-07-31,2024-06-29,"We are more connected than ever before but are we communicating effectively? Amid COVID-19 and the so-called 'digital pivot', online virtual communication has been placed at the heart of our daily lives, both professionally and privately. As we move into a post-COVID context, the affordances of this digital turn have shown that we can operate professionally online but there is a need for a better understanding of what has become, and is likely to remain, a new way of communicating in the workpla"
Berry Petroleum Company,"ESSO PETROLEUM COMPANY,LIMITED",9A07BE6E-7A93-4929-931F-67AC1DE53052,Participant,The Solent Cluster Local Industrial Decarbonisation Plan,4D58114C-7706-48A7-8454-C371D124C613,Innovate UK,Collaborative R&D,Closed,715120,PORTSMOUTH CITY COUNCIL,2024-01-01,2025-02-28,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
Berry Petroleum Company,THE SUMMER BERRY COMPANY UK,D1F4D05B-19D8-4680-9312-5281708297D5,Participant,FLYTHRIVE: Fly-Led Yield Thriving in Horticulture with Integrated Vision and Ecology,EF13F706-EE8C-474D-82B4-DF1C22D55145,Innovate UK,Collaborative R&D,Active,1002068,POLLINATOR AND ORCHARD MANAGEMENT LTD.,2024-09-30,2027-09-29,"Berries are an important part of our diets, contributing a variety of antioxidants, vitamins and fibre. The UK berry production contributed &pound;633M to the economy in 2021\. Increasingly aggressive pests and diseases challenge growers, with aphid infestations attacking crops growing under tunnels and glass, and even in vertical farming environments where chemical usage can be even less effective and presents threats to workers. Recent withdrawal of several chemical pesticides has accelerated "
BHP,BHP,CB2A3C4F-9CBB-4AFF-A83C-CE3F728CD219,Collaborator,Copper Basin Exploration Science (CuBES),6264E806-DDA7-4AA1-B06C-A93F693D9DD8,NERC,Research Grant,Closed,428625,Natural History Museum,2020-01-01,2024-12-31,"The criticality of Cu, Co (+/- V) in battery technology and electricity transmission has established them as key components
of the carbon-free energy transition. A major proportion of these elements are sourced from sedimentary basin-hosted
deposits, formed from large-scale fluid flow systems. Recent work has shown that diverse basin architectures and
processes were responsible for their genesis, yet we still do not understand why so few basins become highly endowed
with metals. Given their pauc"
BHP,BHP,CB2A3C4F-9CBB-4AFF-A83C-CE3F728CD219,Collaborator,CuBES - Copper Basin Exploration Science,1D31AC8D-2E7C-4CE0-B05A-BC7FE2137EF4,NERC,Research Grant,Closed,250408,,2020-01-01,2024-12-31,"The criticality of Cu, Co (+/- V) in battery technology and electricity transmission has established them as key components of the carbon-free energy transition. A major proportion of these elements are sourced from sedimentary basin-hosted deposits, formed from large-scale fluid flow systems. Recent work has shown that diverse basin architectures and processes were responsible for their genesis, yet we still do not understand why so few basins become highly endowed with metals. Given their pauc"
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,Tectonic and climatic controls on porphyry copper enrichment in the Central Andes,AFB6D307-C79A-4319-82F6-10C131F7365C,NERC,Studentship,Closed,,University of Bristol,2017-09-03,2021-12-31,"Porphyry copper deposits (PCDs) are the world's principal commercial source of copper. Formed from metal-bearing hydrothermal fluids associated with granitic batholiths, they are typically found in convergent plate margin settings, such as northern Chile in the Central Andes. Although these systems begin their life a few kilometres deep in the crust, erosion and tectonic activity exhume them to the surface, where they interact with oxygenated groundwater. Chemical reactions between sulphide mine"
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,Predicting the fate of CO2 in geological reservoirs for modelling geological carbon storage,8D62B296-C353-4E89-B4D4-42AB579223D3,NERC,Research Grant,Closed,889180,University of Cambridge,2008-09-30,2015-03-30,"The main objective of this proposal is to determining the nature and kinetics of fluid-rock interactions between CO2-rich brines and rocks, in field settings as well as in laboratory experiments, in order to formulate and test models of the behaviour and fate of CO2 injected in geological strata. To do this we need to determine the processes which moderate the fluid-mineral reaction kinetics, particularly the nature of the processes which result in much more sluggish kinetics in field settings c"
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry,5B06C8CD-7C97-4FDD-A924-637A715D992F,NERC,Fellowship,Closed,232996,University of Leeds,2011-03-01,2014-02-28,"Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry. Significant economic impacts can derive from effective KE, through immediate application of knowledge, and also by enabling end-users to make their own connections between information, knowledge and application. This proposal aims to increase the impact of NERC-funded science from within the University of Leeds in a two-way exchange with industrial partners, through:
1) Executive Directorship of "
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,From arc magmas to ores (FAMOS): A mineral systems approach,B9DB66A1-C230-4239-91EA-82BF4427DC03,NERC,Research Grant,Closed,721989,Natural History Museum,2017-04-30,2022-12-31,"Society is dependent on a reliable supply of metals and minerals for economic growth, improved standards of living, and development of infrastructure. Population growth means that even with increased recycling and resource efficiency, new mineral deposits still need to be discovered. The efficient exploration for, and discovery of, new resources requires new concepts and new tools.
 The Mineral Systems approach to exploration considers ore deposits on a lithospheric scale, in terms of the &quot;"
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,Copper Basin Exploration Science (CuBES),6264E806-DDA7-4AA1-B06C-A93F693D9DD8,NERC,Research Grant,Closed,428625,Natural History Museum,2020-01-01,2024-12-31,"The criticality of Cu, Co (+/- V) in battery technology and electricity transmission has established them as key components
of the carbon-free energy transition. A major proportion of these elements are sourced from sedimentary basin-hosted
deposits, formed from large-scale fluid flow systems. Recent work has shown that diverse basin architectures and
processes were responsible for their genesis, yet we still do not understand why so few basins become highly endowed
with metals. Given their pauc"
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,From arc magmas to ores (FAMOS): A mineral systems approach,6051EDFA-49EE-47B0-AB1C-D2779E2A7CF8,NERC,Research Grant,Closed,252520,The Open University,2017-04-30,2022-12-31,"Society is dependent on a reliable supply of metals and minerals for economic growth, improved standards of living, and development of infrastructure. Population growth means that even with increased recycling and resource efficiency, new mineral deposits still need to be discovered. The efficient exploration for, and discovery of, new resources requires new concepts and new tools.
 The Mineral Systems approach to exploration considers ore deposits on a lithospheric scale, in terms of the &quot;"
BHP,BHP Billiton,3C7C5067-A86E-41CE-A1EA-6507C3FB3CC6,Collaborator,From arc magmas to ores (FAMOS): A mineral systems approach,1D9C5A5B-FFFD-41F8-A212-FC1C9274EEA2,NERC,Research Grant,Closed,431199,Imperial College London,2017-04-30,2022-12-31,"Society is dependent on a reliable supply of metals and minerals for economic growth, improved standards of living, and development of infrastructure. Population growth means that even with increased recycling and resource efficiency, new mineral deposits still need to be discovered. The efficient exploration for, and discovery of, new resources requires new concepts and new tools.
 The Mineral Systems approach to exploration considers ore deposits on a lithospheric scale, in terms of the &quot;"
BHP,BHP Billiton Limited,1CAAFFB1-5BCA-40F1-BB83-672B80619261,Project Partner,The Virtual Seismic Atlas Project,8E506473-A884-4D10-AB25-1F0DEF3E35CE,NERC,Research Grant,Closed,143381,University of Aberdeen,2008-08-31,2010-03-30,"The Virtual Seismic Atlas (VSA) Project will generate an independent, free-to-use, community-based internet resource, which will capture and share the geological interpretation of seismic reflection data in picture and workbook format. Seismic data are expensive to acquire and process, yet give key insights into geological structure and processes. They have revolutionized understanding of Earth surface processes, structural geology, submarine hazards, and shallow crustal processes such as basin "
BHP,BHP Billiton Limited,1CAAFFB1-5BCA-40F1-BB83-672B80619261,Project Partner,The Virtual Seismic Atlas Project,DBF48D36-335C-4526-9CD1-7FF4B4EEF139,NERC,Research Grant,Closed,304034,University of Leeds,2007-01-01,2007-12-31,"The Virtual Seismic Atlas (VSA) Project will generate an independent, free-to-use, community-based internet resource, which will capture and share the geological interpretation of seismic reflection data in picture and workbook format. Seismic data are expensive to acquire and process, yet give key insights into geological structure and processes. They have revolutionized understanding of Earth surface processes, structural geology, submarine hazards, and shallow crustal processes such as basin "
